file,sheet,python_original_bytes,python_cleaned_bytes,python_reduction_bytes,input_file,sheet_file,long_original_bytes,long_cleaned_bytes,long_cause_removed_bytes,long_cause_added_bytes,long_reduction_bytes,_merge,reduction_delta_bytes,analyzer_extra_reduction_bytes,rust_extra_reduction_bytes,abs_reduction_delta_bytes,original_delta_bytes,cleaned_delta_bytes,same_reduction_bytes
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,79923-02,319655,8691,310964,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet7.xml,319673,8709,310964,0,310964,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,79923-03,319551,8587,310964,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet8.xml,319569,8605,310964,0,310964,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,79923-05,319537,8649,310888,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet10.xml,319555,8667,310888,0,310888,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,79923-06,319447,8540,310907,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet11.xml,319465,8558,310907,0,310907,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,79923-07,319470,8658,310812,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet12.xml,319488,8676,310812,0,310812,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,Inhaltsübersicht,9057,8898,159,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet2.xml,9075,8916,159,0,159,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,Workbook,0,0,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/workbook.xml,272354,272354,0,0,0,both,0,0,0,0,272354,272354,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-01,21408,10740,10668,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet14.xml,21426,10758,12038,0,10668,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-02,21490,10678,10812,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet15.xml,21508,10696,12182,0,10812,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-03,21298,10630,10668,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet16.xml,21316,10648,12038,0,10668,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-04,17990,4966,13024,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet17.xml,18008,4984,14696,0,13024,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-05,21412,10744,10668,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet18.xml,21430,10762,12038,0,10668,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-06,21302,10634,10668,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet19.xml,21320,10652,12038,0,10668,both,0,0,0,0,18,18,True
statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,csv-79923-07,21371,10703,10668,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schaumweinsteuer-2140950237005.xlsx,xl/worksheets/sheet20.xml,21389,10721,12038,0,10668,both,0,0,0,0,18,18,True
statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,Inhaltsübersicht,8102,7104,998,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,xl/worksheets/sheet2.xml,8120,7122,963,0,998,both,0,0,0,0,18,18,True
statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,Workbook,0,0,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,xl/workbook.xml,95203,95203,0,0,0,both,0,0,0,0,95203,95203,True
statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,csv-21311-01,108432,108321,111,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,xl/worksheets/sheet10.xml,108450,108339,168,0,111,both,0,0,0,0,18,18,True
statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,csv-21311-02,47702,47388,314,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,xl/worksheets/sheet11.xml,47720,47406,466,0,314,both,0,0,0,0,18,18,True
statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,csv-21311-03,7837,7837,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schnellmeldung-ws-vorl-5213103248005.xlsx,xl/worksheets/sheet12.xml,7855,7855,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-01,128870,121512,7358,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet6.xml,128888,121530,7358,0,7358,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-02,120856,114745,6111,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet7.xml,120874,114763,9169,0,6111,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-03,117162,116991,171,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet8.xml,117180,117009,171,0,171,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-04,237204,117295,119909,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet9.xml,237222,117313,225113,0,119909,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-05,196252,97322,98930,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet10.xml,196270,97340,185423,0,98930,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-10,537336,131434,405902,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet15.xml,537354,131452,405902,0,405902,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-14,2089469,35166,2054303,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet19.xml,2089487,35184,2054303,0,2054303,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-15,178997,166948,12049,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet20.xml,179015,166966,17429,0,12049,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-17,124195,100779,23416,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet22.xml,124213,100797,23416,0,23416,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-18,122277,98861,23416,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet23.xml,122295,98879,23416,0,23416,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-19,123774,100328,23446,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet24.xml,123792,100346,23446,0,23446,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-20,44664,40269,4395,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet25.xml,44682,40287,4395,0,4395,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-21,48580,17955,30625,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet26.xml,48598,17973,31459,0,30625,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-22,49482,28813,20669,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet27.xml,49500,28831,21836,0,20669,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-24,15884,14283,1601,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet29.xml,15902,14301,1601,0,1601,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-26,64113,52142,11971,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet31.xml,64131,52160,16046,0,11971,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,71321-27,25862,9199,16663,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet32.xml,25880,9217,16653,0,16663,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,Inhalt,386428,25311,361117,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet2.xml,386446,25329,361117,0,361117,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-01,820074,820074,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet34.xml,820092,820092,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-02,834039,833687,352,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet35.xml,834057,833705,352,0,352,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-03,696569,696569,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet36.xml,696587,696587,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-04,695155,695155,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet37.xml,695173,695173,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-05,571448,571448,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet38.xml,571466,571466,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-06,854944,854944,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet39.xml,854962,854962,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-07,1884292,1884270,22,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet40.xml,1884310,1884288,22,0,22,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-08,900557,900557,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet41.xml,900575,900575,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-09,1895790,1895768,22,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet42.xml,1895808,1895786,22,0,22,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-10,626991,610453,16538,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet43.xml,627009,610471,16538,0,16538,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-11,1301351,1301351,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet44.xml,1301369,1301369,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-12,1881269,1881247,22,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet45.xml,1881287,1881265,22,0,22,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-13,1000782,1000782,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet46.xml,1000800,1000800,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-14,249894,249894,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet47.xml,249912,249912,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-15,1884194,1884194,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet48.xml,1884212,1884212,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-16,219268,219268,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet49.xml,219286,219286,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-17,879752,870599,9153,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet50.xml,879770,870617,9219,0,9153,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-18,876023,868822,7201,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet51.xml,876041,868840,7201,0,7201,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-19,873305,871232,2073,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet52.xml,873323,871250,2073,0,2073,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-20,306827,293657,13170,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet53.xml,306845,293675,13170,0,13170,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-21,74199,73829,370,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet54.xml,74217,73847,370,0,370,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-22,155602,155602,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet55.xml,155620,155620,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-23,193977,193977,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet56.xml,193995,193995,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-24,61579,61579,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet57.xml,61597,61597,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-25,779270,779270,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet58.xml,779288,779288,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-26,544892,544892,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet59.xml,544910,544910,0,0,0,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500217005.xlsx,csv-71321-27,39098,39078,20,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500217005.xlsx,xl/worksheets/sheet60.xml,39116,39096,20,0,20,both,0,0,0,0,18,18,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-01,130066,122586,7480,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet6.xml,130066,122586,7480,0,7480,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-02,122906,121152,1754,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet7.xml,122906,121152,1754,0,1754,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-03,124677,123880,797,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet8.xml,124677,123880,797,0,797,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-04,121787,121541,246,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet9.xml,121787,121541,246,0,246,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-05,101700,100882,818,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet10.xml,101700,100882,818,0,818,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-10,535954,130166,405788,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet15.xml,535954,130166,405788,0,405788,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-13,27639853,122119,27517734,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet18.xml,27639853,122119,27517734,0,27517734,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-14,2040753,35294,2005459,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet19.xml,2040753,35294,2005459,0,2005459,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-15,178370,166854,11516,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet20.xml,178370,166854,16633,0,11516,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-17,122930,98738,24192,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet22.xml,122930,98738,24192,0,24192,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-18,120383,96191,24192,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet23.xml,120383,96191,24192,0,24192,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-19,121715,97475,24240,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet24.xml,121715,97475,24240,0,24240,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-20,50137,40416,9721,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet25.xml,50137,40416,9721,0,9721,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-21,49588,18139,31449,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet26.xml,49588,18139,32283,0,31449,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-22,50639,29178,21461,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet27.xml,50639,29178,22628,0,21461,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-24,16140,14501,1639,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet29.xml,16140,14501,1639,0,1639,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-26,63887,52136,11751,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet31.xml,63887,52136,11970,0,11751,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,71321-27,26068,9157,16911,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet32.xml,26068,9157,16901,0,16911,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,Inhalt,388334,26543,361791,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet2.xml,388334,26543,361771,0,361791,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-01,877420,877420,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet34.xml,877420,877420,0,0,0,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-02,906745,906745,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet35.xml,906745,906745,0,0,0,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-03,760771,757385,3386,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet36.xml,760771,757385,3386,0,3386,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-04,755935,755935,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet37.xml,755935,755935,0,0,0,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-05,621420,621420,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet38.xml,621420,621420,0,0,0,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-06,909213,909213,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet39.xml,909213,909213,0,0,0,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-07,1993789,1993767,22,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet40.xml,1993789,1993767,22,0,22,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-08,955107,955107,0,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet41.xml,955107,955107,0,0,0,both,0,0,0,0,0,0,True
statistischer-bericht-schulden-2140500227005.xlsx,csv-71321-09,2005777,2005755,22,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-schulden-2140500227005.xlsx,xl/worksheets/sheet42.xml,2005777,2005755,22,0,22,both,0,0,0,0,0,0,True
